Service:Type,Service:Company,Service:Train number,Stop:Station code,Stop:Station name,Stop:Arrival time,Stop:Departure time,Stop:Planned platform
Sneltrein,Arriva,37327,LW,Leeuwarden,2025-03-01T10:44:00+01:00,,8
EuroCity,NS Int,9224,RTD,Rotterdam Centraal,,2025-03-01T10:09:00+01:00,8
EuroCity,NS Int,9224,BD,Breda,2025-03-01T10:34:00+01:00,2025-03-01T10:42:00+01:00,5
EuroCity,NS Int,9224,NDKP,Noorderkempen,2025-03-01T11:00:00+01:00,2025-03-01T11:01:00+01:00,
EuroCity,NS Int,9224,ATW,Antwerpen-Centraal,2025-03-01T11:16:00+01:00,2025-03-01T11:19:00+01:00,
EuroCity,NS Int,9224,BERCH,Antwerpen-Berchem,2025-03-01T11:23:00+01:00,2025-03-01T11:25:00+01:00,
EuroCity,NS Int,9224,MECH,Mechelen,2025-03-01T11:37:00+01:00,2025-03-01T11:39:00+01:00,
EuroCity,NS Int,9224,BRUSN,Brussel-Noord,2025-03-01T12:05:00+01:00,2025-03-01T12:08:00+01:00,
EuroCity,NS Int,9224,BRUSC,Brussel-Centraal,2025-03-01T12:12:00+01:00,2025-03-01T12:13:00+01:00,
EuroCity,NS Int,9224,BRUSZ,Brussel-Zuid,2025-03-01T12:17:00+01:00,,
Sprinter,RRReis,31321,AMF,Amersfoort Centraal,,2025-03-01T10:09:00+01:00,4b
Sprinter,RRReis,31321,HVL,Hoevelaken,2025-03-01T10:15:00+01:00,2025-03-01T10:15:00+01:00,2
Sprinter,RRReis,31321,BNN,Barneveld Noord,2025-03-01T10:22:00+01:00,2025-03-01T10:22:00+01:00,1
Sprinter,RRReis,31321,BNC,Barneveld Centrum,2025-03-01T10:25:00+01:00,2025-03-01T10:26:00+01:00,1
Sprinter,RRReis,31321,BNZ,Barneveld Zuid,2025-03-01T10:29:00+01:00,2025-03-01T10:29:00+01:00,1
Sprinter,RRReis,31321,LTN,Lunteren,2025-03-01T10:34:00+01:00,2025-03-01T10:35:00+01:00,1
Sprinter,RRReis,31321,EDC,Ede Centrum,2025-03-01T10:41:00+01:00,2025-03-01T10:41:00+01:00,1
Sprinter,RRReis,31321,ED,Ede-Wageningen,2025-03-01T10:46:00+01:00,,1
Intercity,NS,3539,DDR,Dordrecht,,2025-03-01T10:09:00+01:00,2
Intercity,NS,3539,RTB,Rotterdam Blaak,2025-03-01T10:20:00+01:00,2025-03-01T10:20:00+01:00,2
Intercity,NS,3539,RTD,Rotterdam Centraal,2025-03-01T10:23:00+01:00,2025-03-01T10:25:00+01:00,9
Intercity,NS,3539,SDM,Schiedam Centrum,2025-03-01T10:29:00+01:00,2025-03-01T10:29:00+01:00,5
Intercity,NS,3539,DT,Delft,2025-03-01T10:37:00+01:00,2025-03-01T10:37:00+01:00,1
Intercity,NS,3539,GV,Den Haag HS,2025-03-01T10:44:00+01:00,2025-03-01T10:46:00+01:00,6
Intercity,NS,3539,LAA,Den Haag Laan v NOI,2025-03-01T10:49:00+01:00,2025-03-01T10:49:00+01:00,6
Intercity,NS,3539,LEDN,Leiden Centraal,2025-03-01T10:58:00+01:00,2025-03-01T10:59:00+01:00,5b
Intercity,NS,3539,SHL,Schiphol Airport,2025-03-01T11:14:00+01:00,2025-03-01T11:16:00+01:00,2-Jan
Intercity,NS,3539,ASDZ,Amsterdam Zuid,2025-03-01T11:22:00+01:00,2025-03-01T11:24:00+01:00,2
Intercity,NS,3539,RAI,Amsterdam RAI,2025-03-01T11:26:00+01:00,2025-03-01T11:26:00+01:00,2
Intercity,NS,3539,ASB,Amsterdam Bijlmer ArenA,2025-03-01T11:31:00+01:00,2025-03-01T11:32:00+01:00,7
Intercity,NS,3539,UT,Utrecht Centraal,2025-03-01T11:48:00+01:00,2025-03-01T11:54:00+01:00,18
Intercity,NS,3539,HT,'s-Hertogenbosch,2025-03-01T12:21:00+01:00,2025-03-01T12:24:00+01:00,6a
Intercity,NS,3539,EHV,Eindhoven Centraal,2025-03-01T12:43:00+01:00,2025-03-01T12:49:00+01:00,2
Intercity,NS,3539,HM,Helmond,2025-03-01T12:58:00+01:00,2025-03-01T12:58:00+01:00,2
Intercity,NS,3539,DN,Deurne,2025-03-01T13:05:00+01:00,2025-03-01T13:05:00+01:00,2
Intercity,NS,3539,HRT,Horst-Sevenum,2025-03-01T13:16:00+01:00,2025-03-01T13:17:00+01:00,2
Intercity,NS,3539,BR,Blerick,2025-03-01T13:24:00+01:00,2025-03-01T13:24:00+01:00,1
Intercity,NS,3539,VL,Venlo,2025-03-01T13:28:00+01:00,,3
Intercity,NS,2939,EKZ,Enkhuizen,,2025-03-01T10:09:00+01:00,1
Intercity,NS,2939,BKF,Bovenkarspel Flora,2025-03-01T10:13:00+01:00,2025-03-01T10:13:00+01:00,1
Intercity,NS,2939,BKG,Bovenkarspel-Grootebroek,2025-03-01T10:16:00+01:00,2025-03-01T10:17:00+01:00,2
Intercity,NS,2939,HKS,Hoogkarspel,2025-03-01T10:21:00+01:00,2025-03-01T10:22:00+01:00,2
Intercity,NS,2939,HNK,Hoorn Kersenboogerd,2025-03-01T10:29:00+01:00,2025-03-01T10:29:00+01:00,1
Intercity,NS,2939,HN,Hoorn,2025-03-01T10:33:00+01:00,2025-03-01T10:35:00+01:00,2
Intercity,NS,2939,ASS,Amsterdam Sloterdijk,2025-03-01T10:59:00+01:00,2025-03-01T11:02:00+01:00,6
Intercity,NS,2939,ASD,Amsterdam Centraal,2025-03-01T11:08:00+01:00,2025-03-01T11:11:00+01:00,4
Intercity,NS,2939,ASA,Amsterdam Amstel,2025-03-01T11:19:00+01:00,2025-03-01T11:19:00+01:00,4
Intercity,NS,2939,UT,Utrecht Centraal,2025-03-01T11:37:00+01:00,2025-03-01T11:39:00+01:00,18
Intercity,NS,2939,HT,'s-Hertogenbosch,2025-03-01T12:06:00+01:00,2025-03-01T12:08:00+01:00,6a
Intercity,NS,2939,EHV,Eindhoven Centraal,2025-03-01T12:26:00+01:00,2025-03-01T12:29:00+01:00,1
Intercity,NS,2939,WT,Weert,2025-03-01T12:46:00+01:00,2025-03-01T12:46:00+01:00,3b
Intercity,NS,2939,RM,Roermond,2025-03-01T12:59:00+01:00,2025-03-01T13:00:00+01:00,1
Intercity,NS,2939,STD,Sittard,2025-03-01T13:15:00+01:00,2025-03-01T13:16:00+01:00,3a
Intercity,NS,2939,MT,Maastricht,2025-03-01T13:33:00+01:00,,1
Snelbus ipv trein,Arriva,972007,GN,Groningen,,2025-03-01T10:10:00+01:00,
Snelbus ipv trein,Arriva,972007,LEER,Leer (Ostfriesl),2025-03-01T11:25:00+01:00,,
Eurostar,NS Int,9334,ASD,Amsterdam Centraal,,2025-03-01T10:10:00+01:00,13a
Eurostar,NS Int,9334,SHL,Schiphol Airport,2025-03-01T10:24:00+01:00,2025-03-01T10:27:00+01:00,6-May
Eurostar,NS Int,9334,RTD,Rotterdam Centraal,2025-03-01T10:52:00+01:00,2025-03-01T10:58:00+01:00,2
Eurostar,NS Int,9334,ATW,Antwerpen-Centraal,2025-03-01T11:30:00+01:00,2025-03-01T11:33:00+01:00,
Eurostar,NS Int,9334,BRUSZ,Brussel-Zuid,2025-03-01T12:06:00+01:00,2025-03-01T12:13:00+01:00,
Eurostar,NS Int,9334,PARIS,Paris-Nord,2025-03-01T13:35:00+01:00,,
Sprinter,R-net,8625,APN,Alphen a/d Rijn,,2025-03-01T10:10:00+01:00,3
Sprinter,R-net,8625,BSK,Boskoop,2025-03-01T10:14:00+01:00,2025-03-01T10:15:00+01:00,2
Sprinter,R-net,8625,BSKS,Boskoop Snijdelwijk,2025-03-01T10:17:00+01:00,2025-03-01T10:17:00+01:00,1
Sprinter,R-net,8625,WADN,Waddinxveen Noord,2025-03-01T10:19:00+01:00,2025-03-01T10:19:00+01:00,1
Sprinter,R-net,8625,WAD,Waddinxveen,2025-03-01T10:22:00+01:00,2025-03-01T10:29:00+01:00,1
Sprinter,R-net,8625,WADT,Waddinxveen Triangel,2025-03-01T10:32:00+01:00,2025-03-01T10:32:00+01:00,1
Sprinter,R-net,8625,GD,Gouda,2025-03-01T10:38:00+01:00,,11
Stoptrein,Arriva,37238,HLGH,Harlingen Haven,,2025-03-01T10:11:00+01:00,1
Stoptrein,Arriva,37238,HLG,Harlingen,2025-03-01T10:14:00+01:00,2025-03-01T10:15:00+01:00,1
Stoptrein,Arriva,37238,FN,Franeker,2025-03-01T10:22:00+01:00,2025-03-01T10:22:00+01:00,2
Stoptrein,Arriva,37238,DRP,Dronryp,2025-03-01T10:28:00+01:00,2025-03-01T10:30:00+01:00,2
Stoptrein,Arriva,37238,DEI,Deinum,2025-03-01T10:35:00+01:00,2025-03-01T10:35:00+01:00,1
Stoptrein,Arriva,37238,LW,Leeuwarden,2025-03-01T10:40:00+01:00,,1
Sprinter,NS,5443,ASD,Amsterdam Centraal,,2025-03-01T10:11:00+01:00,1
Sprinter,NS,5443,ASS,Amsterdam Sloterdijk,2025-03-01T10:16:00+01:00,2025-03-01T10:16:00+01:00,7
Sprinter,NS,5443,HWZB,Halfweg-Zwanenburg,2025-03-01T10:21:00+01:00,2025-03-01T10:21:00+01:00,2
Sprinter,NS,5443,HLMS,Haarlem Spaarnwoude,2025-03-01T10:26:00+01:00,2025-03-01T10:26:00+01:00,2
Sprinter,NS,5443,HLM,Haarlem,2025-03-01T10:29:00+01:00,2025-03-01T10:31:00+01:00,6
Sprinter,NS,5443,OVN,Overveen,2025-03-01T10:34:00+01:00,2025-03-01T10:34:00+01:00,1
Sprinter,NS,5443,ZVT,Zandvoort aan Zee,2025-03-01T10:41:00+01:00,,2
Intercity direct,NS,2430,ALM,Almere Centrum,,2025-03-01T10:11:00+01:00,1
Intercity direct,NS,2430,DVD,Duivendrecht,2025-03-01T10:28:00+01:00,2025-03-01T10:28:00+01:00,4
Intercity direct,NS,2430,ASDZ,Amsterdam Zuid,2025-03-01T10:33:00+01:00,2025-03-01T10:34:00+01:00,4
Intercity direct,NS,2430,SHL,Schiphol Airport,2025-03-01T10:40:00+01:00,2025-03-01T10:42:00+01:00,6-May
Intercity direct,NS,2430,RTD,Rotterdam Centraal,2025-03-01T11:08:00+01:00,2025-03-01T11:14:00+01:00,2
Intercity direct,NS,2430,BD,Breda,2025-03-01T11:37:00+01:00,2025-03-01T11:38:00+01:00,4
Intercity direct,NS,2430,TB,Tilburg,2025-03-01T11:53:00+01:00,2025-03-01T11:54:00+01:00,1
Intercity direct,NS,2430,EHV,Eindhoven Centraal,2025-03-01T12:16:00+01:00,,1
Stoptrein,R-net,7235,DDR,Dordrecht,,2025-03-01T10:11:00+01:00,15
Stoptrein,R-net,7235,DDRS,Dordrecht Stadspolders,2025-03-01T10:14:00+01:00,2025-03-01T10:15:00+01:00,2
Stoptrein,R-net,7235,SDTB,Sliedrecht Baanhoek,2025-03-01T10:19:00+01:00,2025-03-01T10:19:00+01:00,1
Stoptrein,R-net,7235,SDT,Sliedrecht,2025-03-01T10:22:00+01:00,2025-03-01T10:23:00+01:00,1
Stoptrein,R-net,7235,HBZM,Hardinxveld Blauwe Zoom,2025-03-01T10:25:00+01:00,2025-03-01T10:25:00+01:00,1
Stoptrein,R-net,7235,GND,Hardinxveld-Giessendam,2025-03-01T10:27:00+01:00,2025-03-01T10:28:00+01:00,1
Stoptrein,R-net,7235,BHDV,Boven-Hardinxveld,2025-03-01T10:31:00+01:00,2025-03-01T10:31:00+01:00,2
Stoptrein,R-net,7235,GR,Gorinchem,2025-03-01T10:37:00+01:00,2025-03-01T10:41:00+01:00,2
Stoptrein,R-net,7235,AKL,Arkel,2025-03-01T10:45:00+01:00,2025-03-01T10:45:00+01:00,1
Stoptrein,R-net,7235,LDM,Leerdam,2025-03-01T10:52:00+01:00,2025-03-01T10:53:00+01:00,1
Stoptrein,R-net,7235,BSD,Beesd,2025-03-01T10:58:00+01:00,2025-03-01T10:59:00+01:00,2
Stoptrein,R-net,7235,GDM,Geldermalsen,2025-03-01T11:05:00+01:00,,7
Stoptrein,R-net,7230,GDM,Geldermalsen,,2025-03-01T10:11:00+01:00,7
Stoptrein,R-net,7230,BSD,Beesd,2025-03-01T10:16:00+01:00,2025-03-01T10:17:00+01:00,2
Stoptrein,R-net,7230,LDM,Leerdam,2025-03-01T10:22:00+01:00,2025-03-01T10:24:00+01:00,2
Stoptrein,R-net,7230,AKL,Arkel,2025-03-01T10:30:00+01:00,2025-03-01T10:30:00+01:00,1
Stoptrein,R-net,7230,GR,Gorinchem,2025-03-01T10:34:00+01:00,2025-03-01T10:39:00+01:00,1
Stoptrein,R-net,7230,BHDV,Boven-Hardinxveld,2025-03-01T10:44:00+01:00,2025-03-01T10:44:00+01:00,1
Stoptrein,R-net,7230,GND,Hardinxveld-Giessendam,2025-03-01T10:48:00+01:00,2025-03-01T10:48:00+01:00,2
Stoptrein,R-net,7230,HBZM,Hardinxveld Blauwe Zoom,2025-03-01T10:50:00+01:00,2025-03-01T10:50:00+01:00,1
Stoptrein,R-net,7230,SDT,Sliedrecht,2025-03-01T10:52:00+01:00,2025-03-01T10:53:00+01:00,2
Stoptrein,R-net,7230,SDTB,Sliedrecht Baanhoek,2025-03-01T10:56:00+01:00,2025-03-01T10:56:00+01:00,1
Stoptrein,R-net,7230,DDRS,Dordrecht Stadspolders,2025-03-01T11:00:00+01:00,2025-03-01T11:00:00+01:00,1
Stoptrein,R-net,7230,DDR,Dordrecht,2025-03-01T11:04:00+01:00,,15
Sprinter,NS,5730,UT,Utrecht Centraal,,2025-03-01T10:11:00+01:00,1
Sprinter,NS,5730,UTO,Utrecht Overvecht,2025-03-01T10:15:00+01:00,2025-03-01T10:15:00+01:00,1
Sprinter,NS,5730,HOR,Hollandsche Rading,2025-03-01T10:23:00+01:00,2025-03-01T10:23:00+01:00,2
Sprinter,NS,5730,HVSP,Hilversum Sportpark,2025-03-01T10:27:00+01:00,2025-03-01T10:27:00+01:00,2
Sprinter,NS,5730,HVS,Hilversum,2025-03-01T10:30:00+01:00,2025-03-01T10:31:00+01:00,4
Sprinter,NS,5730,HVSM,Hilversum Media Park,2025-03-01T10:33:00+01:00,2025-03-01T10:33:00+01:00,2
Sprinter,NS,5730,BSMZ,Bussum Zuid,2025-03-01T10:37:00+01:00,2025-03-01T10:37:00+01:00,1
Sprinter,NS,5730,NDB,Naarden-Bussum,2025-03-01T10:40:00+01:00,2025-03-01T10:40:00+01:00,1
Sprinter,NS,5730,WP,Weesp,2025-03-01T10:46:00+01:00,2025-03-01T10:53:00+01:00,5
Sprinter,NS,5730,DMNZ,Diemen Zuid,2025-03-01T11:00:00+01:00,2025-03-01T11:00:00+01:00,2
Sprinter,NS,5730,DVD,Duivendrecht,2025-03-01T11:03:00+01:00,2025-03-01T11:03:00+01:00,4
Sprinter,NS,5730,RAI,Amsterdam RAI,2025-03-01T11:07:00+01:00,2025-03-01T11:07:00+01:00,4
Sprinter,NS,5730,ASDZ,Amsterdam Zuid,2025-03-01T11:09:00+01:00,2025-03-01T11:10:00+01:00,4
Sprinter,NS,5730,SHL,Schiphol Airport,2025-03-01T11:16:00+01:00,2025-03-01T11:18:00+01:00,6-May
Sprinter,NS,5730,HFD,Hoofddorp,2025-03-01T11:22:00+01:00,,1
Sprinter,NS,5833,ASD,Amsterdam Centraal,,2025-03-01T10:11:00+01:00,8b
Sprinter,NS,5833,ASDM,Amsterdam Muiderpoort,2025-03-01T10:16:00+01:00,2025-03-01T10:16:00+01:00,2
Sprinter,NS,5833,ASSP,Amsterdam Science Park,2025-03-01T10:19:00+01:00,2025-03-01T10:19:00+01:00,1
Sprinter,NS,5833,DMN,Diemen,2025-03-01T10:22:00+01:00,2025-03-01T10:22:00+01:00,1
Sprinter,NS,5833,WP,Weesp,2025-03-01T10:27:00+01:00,2025-03-01T10:29:00+01:00,2
Sprinter,NS,5833,NDB,Naarden-Bussum,2025-03-01T10:35:00+01:00,2025-03-01T10:35:00+01:00,2
Sprinter,NS,5833,BSMZ,Bussum Zuid,2025-03-01T10:38:00+01:00,2025-03-01T10:38:00+01:00,2
Sprinter,NS,5833,HVSM,Hilversum Media Park,2025-03-01T10:42:00+01:00,2025-03-01T10:42:00+01:00,1
Sprinter,NS,5833,HVS,Hilversum,2025-03-01T10:44:00+01:00,2025-03-01T10:45:00+01:00,3
Sprinter,NS,5833,BRN,Baarn,2025-03-01T10:51:00+01:00,2025-03-01T10:51:00+01:00,3
Sprinter,NS,5833,AMF,Amersfoort Centraal,2025-03-01T10:58:00+01:00,2025-03-01T10:59:00+01:00,1
Sprinter,NS,5833,AMFS,Amersfoort Schothorst,2025-03-01T11:03:00+01:00,2025-03-01T11:03:00+01:00,3
Sprinter,NS,5833,AVAT,Amersfoort Vathorst,2025-03-01T11:06:00+01:00,,2
Stoptrein,Eurobahn,20364,BIELEF,Bielefeld Hbf,,2025-03-01T10:12:00+01:00,
Stoptrein,Eurobahn,20364,BUENDE,Bünde (Westf),2025-03-01T10:45:00+01:00,2025-03-01T10:46:00+01:00,
Stoptrein,Eurobahn,20364,OSNH,Osnabrück Hbf,2025-03-01T11:12:00+01:00,2025-03-01T11:14:00+01:00,
Stoptrein,Eurobahn,20364,RHEINE,Rheine,2025-03-01T11:46:00+01:00,2025-03-01T11:49:00+01:00,
Stoptrein,Eurobahn,20364,BH,Bad Bentheim,2025-03-01T12:03:00+01:00,2025-03-01T12:08:00+01:00,
Stoptrein,Eurobahn,20364,ODZ,Oldenzaal,2025-03-01T12:18:00+01:00,2025-03-01T12:18:00+01:00,1a
Stoptrein,Eurobahn,20364,HGL,Hengelo,2025-03-01T12:26:00+01:00,,11
Sprinter,NS,4341,DDR,Dordrecht,,2025-03-01T10:12:00+01:00,3a
Sprinter,NS,4341,ZWD,Zwijndrecht,2025-03-01T10:15:00+01:00,2025-03-01T10:15:00+01:00,2
Sprinter,NS,4341,BRD,Barendrecht,2025-03-01T10:21:00+01:00,2025-03-01T10:21:00+01:00,2
Sprinter,NS,4341,RLB,Rotterdam Lombardijen,2025-03-01T10:24:00+01:00,2025-03-01T10:24:00+01:00,2
Sprinter,NS,4341,RTZ,Rotterdam Zuid,2025-03-01T10:28:00+01:00,2025-03-01T10:28:00+01:00,2
Sprinter,NS,4341,RTB,Rotterdam Blaak,2025-03-01T10:31:00+01:00,2025-03-01T10:31:00+01:00,2
Sprinter,NS,4341,RTD,Rotterdam Centraal,2025-03-01T10:34:00+01:00,2025-03-01T10:36:00+01:00,9
Sprinter,NS,4341,SDM,Schiedam Centrum,2025-03-01T10:40:00+01:00,2025-03-01T10:40:00+01:00,5
Sprinter,NS,4341,DTCP,Delft Campus,2025-03-01T10:46:00+01:00,2025-03-01T10:46:00+01:00,2
Sprinter,NS,4341,DT,Delft,2025-03-01T10:49:00+01:00,2025-03-01T10:49:00+01:00,2
Sprinter,NS,4341,RSW,Rijswijk,2025-03-01T10:53:00+01:00,2025-03-01T10:53:00+01:00,3
Sprinter,NS,4341,GVMW,Den Haag Moerwijk,2025-03-01T10:56:00+01:00,2025-03-01T10:56:00+01:00,3
Sprinter,NS,4341,GV,Den Haag HS,2025-03-01T11:00:00+01:00,2025-03-01T11:02:00+01:00,5
Sprinter,NS,4341,LAA,Den Haag Laan v NOI,2025-03-01T11:04:00+01:00,2025-03-01T11:11:00+01:00,4
Sprinter,NS,4341,GVM,Den Haag Mariahoeve,2025-03-01T11:14:00+01:00,2025-03-01T11:14:00+01:00,4
Sprinter,NS,4341,VST,Voorschoten,2025-03-01T11:19:00+01:00,2025-03-01T11:19:00+01:00,4
Sprinter,NS,4341,DVNK,De Vink,2025-03-01T11:22:00+01:00,2025-03-01T11:22:00+01:00,4
Sprinter,NS,4341,LEDN,Leiden Centraal,2025-03-01T11:26:00+01:00,2025-03-01T11:32:00+01:00,4a
Sprinter,NS,4341,SSH,Sassenheim,2025-03-01T11:37:00+01:00,2025-03-01T11:37:00+01:00,2
Sprinter,NS,4341,NVP,Nieuw Vennep,2025-03-01T11:44:00+01:00,2025-03-01T11:44:00+01:00,2
Sprinter,NS,4341,HFD,Hoofddorp,2025-03-01T11:49:00+01:00,2025-03-01T11:49:00+01:00,4
Sprinter,NS,4341,SHL,Schiphol Airport,2025-03-01T11:53:00+01:00,2025-03-01T11:55:00+01:00,2-Jan
Sprinter,NS,4341,ASDZ,Amsterdam Zuid,2025-03-01T12:01:00+01:00,2025-03-01T12:03:00+01:00,1
Sprinter,NS,4341,RAI,Amsterdam RAI,2025-03-01T12:04:00+01:00,2025-03-01T12:06:00+01:00,1
Sprinter,NS,4341,DVD,Duivendrecht,2025-03-01T12:10:00+01:00,2025-03-01T12:10:00+01:00,1
Sprinter,NS,4341,DMNZ,Diemen Zuid,2025-03-01T12:12:00+01:00,2025-03-01T12:12:00+01:00,1
Sprinter,NS,4341,WP,Weesp,2025-03-01T12:19:00+01:00,2025-03-01T12:29:00+01:00,1
Sprinter,NS,4341,AMPO,Almere Poort,2025-03-01T12:35:00+01:00,2025-03-01T12:35:00+01:00,2
Sprinter,NS,4341,ALMM,Almere Muziekwijk,2025-03-01T12:39:00+01:00,2025-03-01T12:39:00+01:00,2
Sprinter,NS,4341,ALM,Almere Centrum,2025-03-01T12:42:00+01:00,2025-03-01T12:43:00+01:00,4
Sprinter,NS,4341,ALMP,Almere Parkwijk,2025-03-01T12:46:00+01:00,2025-03-01T12:46:00+01:00,2
Sprinter,NS,4341,ALMB,Almere Buiten,2025-03-01T12:50:00+01:00,2025-03-01T12:50:00+01:00,2
Sprinter,NS,4341,ALMO,Almere Oostvaarders,2025-03-01T12:52:00+01:00,2025-03-01T12:52:00+01:00,4
Sprinter,NS,4341,LLS,Lelystad Centrum,2025-03-01T13:03:00+01:00,,3
Sprinter,NS,8335,ASD,Amsterdam Centraal,,2025-03-01T10:13:00+01:00,10a
Sprinter,NS,8335,ASS,Amsterdam Sloterdijk,2025-03-01T10:19:00+01:00,2025-03-01T10:19:00+01:00,11
Sprinter,NS,8335,ASDL,Amsterdam Lelylaan,2025-03-01T10:23:00+01:00,2025-03-01T10:23:00+01:00,1
Sprinter,NS,8335,SHL,Schiphol Airport,2025-03-01T10:29:00+01:00,2025-03-01T10:30:00+01:00,4
Sprinter,NS,8335,HFD,Hoofddorp,2025-03-01T10:34:00+01:00,,2
Sprinter,NS,8428,HFD,Hoofddorp,,2025-03-01T10:13:00+01:00,2
Sprinter,NS,8428,SHL,Schiphol Airport,2025-03-01T10:17:00+01:00,2025-03-01T10:18:00+01:00,3
Sprinter,NS,8428,ASDL,Amsterdam Lelylaan,2025-03-01T10:24:00+01:00,2025-03-01T10:24:00+01:00,2
Sprinter,NS,8428,ASS,Amsterdam Sloterdijk,2025-03-01T10:28:00+01:00,2025-03-01T10:28:00+01:00,12
Sprinter,NS,8428,ASD,Amsterdam Centraal,2025-03-01T10:34:00+01:00,,10a
Intercity,NS,3032,NM,Nijmegen,,2025-03-01T10:13:00+01:00,3
Intercity,NS,3032,AH,Arnhem Centraal,2025-03-01T10:26:00+01:00,2025-03-01T10:32:00+01:00,11
Intercity,NS,3032,ED,Ede-Wageningen,2025-03-01T10:42:00+01:00,2025-03-01T10:42:00+01:00,3
Intercity,NS,3032,DB,Driebergen-Zeist,2025-03-01T10:59:00+01:00,2025-03-01T10:59:00+01:00,1
Intercity,NS,3032,UT,Utrecht Centraal,2025-03-01T11:07:00+01:00,2025-03-01T11:09:00+01:00,5
Intercity,NS,3032,ASA,Amsterdam Amstel,2025-03-01T11:27:00+01:00,2025-03-01T11:27:00+01:00,1
Intercity,NS,3032,ASD,Amsterdam Centraal,2025-03-01T11:35:00+01:00,2025-03-01T11:39:00+01:00,7
Intercity,NS,3032,ASS,Amsterdam Sloterdijk,2025-03-01T11:45:00+01:00,2025-03-01T11:45:00+01:00,3
Intercity,NS,3032,ZD,Zaandam,2025-03-01T11:52:00+01:00,2025-03-01T11:52:00+01:00,1
Intercity,NS,3032,CAS,Castricum,2025-03-01T12:04:00+01:00,2025-03-01T12:04:00+01:00,1
Intercity,NS,3032,HLO,Heiloo,2025-03-01T12:10:00+01:00,2025-03-01T12:10:00+01:00,1
Intercity,NS,3032,AMR,Alkmaar,2025-03-01T12:16:00+01:00,2025-03-01T12:19:00+01:00,3
Intercity,NS,3032,AMRN,Alkmaar Noord,2025-03-01T12:22:00+01:00,2025-03-01T12:22:00+01:00,2
Intercity,NS,3032,HWD,Heerhugowaard,2025-03-01T12:27:00+01:00,2025-03-01T12:27:00+01:00,2
Intercity,NS,3032,SGN,Schagen,2025-03-01T12:36:00+01:00,2025-03-01T12:36:00+01:00,3
Intercity,NS,3032,ANA,Anna Paulowna,2025-03-01T12:43:00+01:00,2025-03-01T12:45:00+01:00,2
Intercity,NS,3032,HDRZ,Den Helder Zuid,2025-03-01T12:52:00+01:00,2025-03-01T12:52:00+01:00,2
Intercity,NS,3032,HDR,Den Helder,2025-03-01T12:56:00+01:00,,3
Intercity,NS,1132,EHV,Eindhoven Centraal,,2025-03-01T10:14:00+01:00,5
Intercity,NS,1132,TB,Tilburg,2025-03-01T10:35:00+01:00,2025-03-01T10:38:00+01:00,2
Intercity,NS,1132,BD,Breda,2025-03-01T10:51:00+01:00,2025-03-01T10:53:00+01:00,7
Intercity,NS,1132,RTD,Rotterdam Centraal,2025-03-01T11:15:00+01:00,,8
Intercity direct,NS,1839,BD,Breda,,2025-03-01T10:14:00+01:00,7
Intercity direct,NS,1839,RTD,Rotterdam Centraal,2025-03-01T10:37:00+01:00,2025-03-01T10:41:00+01:00,12
Intercity direct,NS,1839,SHL,Schiphol Airport,2025-03-01T11:07:00+01:00,2025-03-01T11:08:00+01:00,2-Jan
Intercity direct,NS,1839,ASDZ,Amsterdam Zuid,2025-03-01T11:14:00+01:00,2025-03-01T11:16:00+01:00,1
Intercity direct,NS,1839,DVD,Duivendrecht,2025-03-01T11:21:00+01:00,2025-03-01T11:21:00+01:00,1
Intercity direct,NS,1839,HVS,Hilversum,2025-03-01T11:36:00+01:00,2025-03-01T11:37:00+01:00,2
Intercity direct,NS,1839,AMF,Amersfoort Centraal,2025-03-01T11:48:00+01:00,2025-03-01T11:50:00+01:00,1
Intercity direct,NS,1839,AMFS,Amersfoort Schothorst,2025-03-01T11:54:00+01:00,,2
Taxibus ipv trein,NS,927591,DRH,Driehuis,,2025-03-01T10:15:00+01:00,
Taxibus ipv trein,NS,927591,SPTN,Santpoort Noord,2025-03-01T10:20:00+01:00,,
Intercity,NS,1736,ES,Enschede,,2025-03-01T10:15:00+01:00,1
Intercity,NS,1736,HGL,Hengelo,2025-03-01T10:22:00+01:00,2025-03-01T10:24:00+01:00,2
Intercity,NS,1736,AML,Almelo,2025-03-01T10:35:00+01:00,2025-03-01T10:36:00+01:00,4
Intercity,NS,1736,DV,Deventer,2025-03-01T11:00:00+01:00,2025-03-01T11:03:00+01:00,4
Intercity,NS,1736,APD,Apeldoorn,2025-03-01T11:13:00+01:00,2025-03-01T11:14:00+01:00,1
Intercity,NS,1736,AMF,Amersfoort Centraal,2025-03-01T11:38:00+01:00,2025-03-01T11:40:00+01:00,6
Intercity,NS,1736,UT,Utrecht Centraal,2025-03-01T11:53:00+01:00,2025-03-01T12:02:00+01:00,8
Intercity,NS,1736,GD,Gouda,2025-03-01T12:20:00+01:00,2025-03-01T12:22:00+01:00,8
Intercity,NS,1736,RTA,Rotterdam Alexander,2025-03-01T12:31:00+01:00,2025-03-01T12:31:00+01:00,2
Intercity,NS,1736,RTD,Rotterdam Centraal,2025-03-01T12:40:00+01:00,,14
Sneltrein,Blauwnet,3840,EMN,Emmen,,2025-03-01T10:15:00+01:00,2
Sneltrein,Blauwnet,3840,EMNZ,Emmen Zuid,2025-03-01T10:20:00+01:00,2025-03-01T10:20:00+01:00,1
